id,name,description,postcode,date_availability,expected_price,selling_price,bedrooms,living_area,facades,garage,garden,garden_area,garden_orientation,active,state
939,Housing Number 939,"A house. Here's a random fraction: 0,028023422454892",250,23/07/25,570000,839,1,87,4,True,True,100,north,True,cancelled
940,Housing Number 940,"A house. Here's a random fraction: 0,866323950529115",165,20/09/25,860000,840,1,156,1,True,True,30,east,True,offer_received
941,Housing Number 941,"A house. Here's a random fraction: 0,581693189933338",480,30/10/25,4910000,841,5,720,1,True,True,65,north,True,offer_received
942,Housing Number 942,"A house. Here's a random fraction: 0,394771295732287",480,10/08/25,230000,842,1,33,1,True,True,10,south,True,offer_received
943,Housing Number 943,"A house. Here's a random fraction: 0,69065384879234",250,02/10/25,2750000,843,3,513,0,True,True,60,west,True,cancelled
944,Housing Number 944,"A house. Here's a random fraction: 0,638280311678568",165,22/09/25,3740000,844,2,451,4,True,True,95,south,True,offer_received
945,Housing Number 945,"A house. Here's a random fraction: 0,389979872746266",340,04/10/25,1360000,845,1,226,5,True,True,20,west,True,offer_received
946,Housing Number 946,"A house. Here's a random fraction: 0,370632227546252",165,05/06/25,4940000,846,3,633,4,True,True,110,west,True,sold
947,Housing Number 947,"A house. Here's a random fraction: 0,642387481052784",165,07/10/25,1650000,847,1,236,0,True,True,90,west,True,offer_received
948,Housing Number 948,"A house. Here's a random fraction: 0,257180624437467",340,16/09/25,2460000,848,2,265,1,True,True,10,west,True,sold
949,Housing Number 949,"A house. Here's a random fraction: 0,0618551953323173",340,21/07/25,1050000,849,1,199,1,True,True,15,north,True,sold
950,Housing Number 950,"A house. Here's a random fraction: 0,0394022617012473",340,23/07/25,3980000,850,3,546,1,True,True,60,west,True,sold
951,Housing Number 951,"A house. Here's a random fraction: 0,0344963959713479",250,04/11/25,1510000,851,1,262,2,True,True,105,south,True,sold
952,Housing Number 952,"A house. Here's a random fraction: 0,164386791080551",480,22/08/25,2130000,852,3,312,4,True,True,5,east,True,sold
953,Housing Number 953,"A house. Here's a random fraction: 0,054051413157143",480,13/08/25,2820000,853,1,337,2,True,True,60,east,True,offer_received
954,Housing Number 954,"A house. Here's a random fraction: 0,907560160227136",165,28/09/25,510000,854,1,80,5,True,True,105,south,True,sold
955,Housing Number 955,"A house. Here's a random fraction: 0,0370517007136616",340,13/07/25,830000,855,1,88,5,True,True,55,west,True,sold
956,Housing Number 956,"A house. Here's a random fraction: 0,63538319609788",165,21/11/25,1870000,856,1,329,0,True,True,95,north,True,offer_received
957,Housing Number 957,"A house. Here's a random fraction: 0,549984318492395",340,10/06/25,750000,857,1,80,3,True,True,55,north,True,offer_received
958,Housing Number 958,"A house. Here's a random fraction: 0,267199013519247",480,01/11/25,1440000,858,1,281,3,True,True,80,south,True,sold
959,Housing Number 959,"A house. Here's a random fraction: 0,801857960915296",480,24/08/25,3990000,859,2,532,3,True,True,20,west,True,offer_received
960,Housing Number 960,"A house. Here's a random fraction: 0,263827117622771",480,02/08/25,4610000,860,2,669,5,True,True,65,south,True,sold
961,Housing Number 961,"A house. Here's a random fraction: 0,171096899379579",340,16/08/25,1750000,861,2,196,2,True,True,65,south,True,cancelled
962,Housing Number 962,"A house. Here's a random fraction: 0,654990777133086",340,05/07/25,3230000,862,1,510,5,True,True,125,north,True,new
963,Housing Number 963,"A house. Here's a random fraction: 0,925703864733823",165,26/06/25,730000,863,1,77,3,True,True,20,north,True,cancelled
964,Housing Number 964,"A house. Here's a random fraction: 0,645745950791089",250,10/07/25,1740000,864,1,337,0,True,True,115,east,True,cancelled
965,Housing Number 965,"A house. Here's a random fraction: 0,0313115853222168",250,02/09/25,850000,865,1,140,0,True,True,40,north,True,new
966,Housing Number 966,"A house. Here's a random fraction: 0,266359288951008",165,21/10/25,3150000,866,2,361,3,True,True,125,west,True,offer_accepted
967,Housing Number 967,"A house. Here's a random fraction: 0,0173094830377128",250,11/06/25,1640000,867,1,266,3,True,True,85,south,True,cancelled
968,Housing Number 968,"A house. Here's a random fraction: 0,0503129622752725",250,03/06/25,4330000,868,4,639,2,True,True,80,east,True,sold
969,Housing Number 969,"A house. Here's a random fraction: 0,834955528344475",480,23/07/25,4110000,869,2,639,4,True,True,125,west,True,cancelled
970,Housing Number 970,"A house. Here's a random fraction: 0,496388921750706",165,13/10/25,1340000,870,1,137,5,True,True,35,north,True,offer_accepted
971,Housing Number 971,"A house. Here's a random fraction: 0,306219774024852",250,16/06/25,4430000,871,5,568,3,True,True,45,north,True,sold
972,Housing Number 972,"A house. Here's a random fraction: 0,73927043247228",165,17/09/25,3010000,872,3,419,0,True,True,100,north,True,cancelled
973,Housing Number 973,"A house. Here's a random fraction: 0,0606469696560517",165,22/10/25,4900000,873,3,834,0,True,True,30,east,True,cancelled
974,Housing Number 974,"A house. Here's a random fraction: 0,540973374111301",250,22/11/25,4990000,874,2,614,2,True,True,15,south,True,new
975,Housing Number 975,"A house. Here's a random fraction: 0,629507312277587",340,17/08/25,3220000,875,2,471,2,True,True,110,north,True,offer_received
976,Housing Number 976,"A house. Here's a random fraction: 0,279944239483188",165,01/07/25,4970000,876,3,832,0,True,True,50,north,True,cancelled
977,Housing Number 977,"A house. Here's a random fraction: 0,476179637038122",340,21/09/25,3800000,877,2,738,0,True,True,110,west,True,cancelled
978,Housing Number 978,"A house. Here's a random fraction: 0,260876671021218",165,20/06/25,3190000,878,2,476,2,True,True,20,south,True,cancelled
979,Housing Number 979,"A house. Here's a random fraction: 0,972021185063883",165,03/10/25,2200000,879,1,393,1,True,True,90,south,True,new
980,Housing Number 980,"A house. Here's a random fraction: 0,318465880128459",480,11/08/25,3230000,880,2,551,0,True,True,60,north,True,offer_received
981,Housing Number 981,"A house. Here's a random fraction: 0,503716028921046",340,13/09/25,1970000,881,1,292,2,True,True,60,west,True,cancelled
982,Housing Number 982,"A house. Here's a random fraction: 0,766103377422562",165,15/11/25,4150000,882,3,550,1,True,True,25,west,True,offer_received
983,Housing Number 983,"A house. Here's a random fraction: 0,538012774954948",340,04/06/25,930000,883,1,125,3,True,True,35,west,True,sold
984,Housing Number 984,"A house. Here's a random fraction: 0,391145052209937",340,20/08/25,900000,884,1,157,5,True,True,15,south,True,offer_received
985,Housing Number 985,"A house. Here's a random fraction: 0,0627133456580817",250,04/08/25,2980000,885,1,452,4,True,True,30,south,True,offer_received
986,Housing Number 986,"A house. Here's a random fraction: 0,108977867793263",165,14/07/25,1230000,886,1,134,3,True,True,40,west,True,offer_received
987,Housing Number 987,"A house. Here's a random fraction: 0,603460578279271",480,28/08/25,1240000,887,1,239,0,True,True,80,south,True,sold
988,Housing Number 988,"A house. Here's a random fraction: 0,592523447149247",340,19/06/25,4290000,888,2,435,3,True,True,5,west,True,sold
989,Housing Number 989,"A house. Here's a random fraction: 0,62553476418909",340,22/07/25,1590000,889,1,252,0,True,True,10,south,True,offer_accepted
990,Housing Number 990,"A house. Here's a random fraction: 0,702590941083927",480,22/07/25,1260000,890,1,241,0,True,True,100,west,True,offer_received
991,Housing Number 991,"A house. Here's a random fraction: 0,204446343557491",165,01/07/25,4340000,891,2,794,4,True,True,35,east,True,offer_received
992,Housing Number 992,"A house. Here's a random fraction: 0,54880570942761",340,24/06/25,1510000,892,1,250,1,True,True,40,south,True,offer_accepted
993,Housing Number 993,"A house. Here's a random fraction: 0,336093471326219",340,18/08/25,270000,893,1,41,3,True,True,15,east,True,offer_received
994,Housing Number 994,"A house. Here's a random fraction: 0,432132146531853",480,03/09/25,3730000,894,3,743,3,True,True,75,north,True,cancelled
995,Housing Number 995,"A house. Here's a random fraction: 0,90618089320488",250,18/09/25,860000,895,1,87,4,True,True,10,east,True,cancelled
996,Housing Number 996,"A house. Here's a random fraction: 0,932663824840394",340,31/08/25,4790000,896,2,620,0,True,True,50,north,True,sold
997,Housing Number 997,"A house. Here's a random fraction: 0,244675302407313",480,20/09/25,3590000,897,2,682,5,True,True,75,south,True,sold
998,Housing Number 998,"A house. Here's a random fraction: 0,788201270605041",340,16/06/25,3950000,898,2,702,5,True,True,65,north,True,cancelled
999,Housing Number 999,"A house. Here's a random fraction: 0,0764687382188767",480,30/08/25,1390000,899,1,269,0,True,True,95,east,True,offer_received
1000,Housing Number 1000,"A house. Here's a random fraction: 0,290855188146296",250,28/05/25,4050000,900,2,751,4,True,True,100,east,True,cancelled
1001,Housing Number 1001,"A house. Here's a random fraction: 0,895863543460064",250,03/10/25,1800000,901,1,217,5,True,True,70,west,True,sold
1002,Housing Number 1002,"A house. Here's a random fraction: 0,0235911647105417",250,12/11/25,1930000,902,1,208,4,True,True,80,south,True,sold
1003,Housing Number 1003,"A house. Here's a random fraction: 0,693860637863615",480,11/06/25,480000,903,1,82,5,True,True,35,east,True,new
1004,Housing Number 1004,"A house. Here's a random fraction: 0,619873242867706",250,23/07/25,3050000,904,1,591,0,True,True,120,west,True,offer_received
1005,Housing Number 1005,"A house. Here's a random fraction: 0,98742735255463",480,25/08/25,4220000,905,4,708,5,True,True,15,north,True,offer_received
1006,Housing Number 1006,"A house. Here's a random fraction: 0,692289509194157",480,21/08/25,1850000,906,1,334,0,True,True,60,east,True,sold
1007,Housing Number 1007,"A house. Here's a random fraction: 0,79387299112551",480,18/10/25,2450000,907,1,486,1,True,True,45,north,True,new
1008,Housing Number 1008,"A house. Here's a random fraction: 0,272785980064973",480,04/06/25,1120000,908,1,175,3,True,True,50,south,True,sold
1009,Housing Number 1009,"A house. Here's a random fraction: 0,95900462472609",165,26/06/25,3980000,909,1,461,0,True,True,10,south,True,sold
1010,Housing Number 1010,"A house. Here's a random fraction: 0,192836500535783",480,14/10/25,2190000,910,2,247,2,True,True,60,east,True,cancelled
1011,Housing Number 1011,"A house. Here's a random fraction: 0,202429155007338",340,09/08/25,1490000,911,1,185,5,True,True,25,north,True,sold
1012,Housing Number 1012,"A house. Here's a random fraction: 0,181897197581717",250,22/07/25,3120000,912,1,582,5,True,True,15,north,True,sold
1013,Housing Number 1013,"A house. Here's a random fraction: 0,693102687014539",250,22/06/25,1750000,913,1,191,3,True,True,85,west,True,offer_received
1014,Housing Number 1014,"A house. Here's a random fraction: 0,711747485240598",165,10/06/25,290000,914,1,34,3,True,True,15,east,True,offer_received
1015,Housing Number 1015,"A house. Here's a random fraction: 0,0177867701998804",480,23/07/25,3780000,915,3,668,3,True,True,105,north,True,cancelled
1016,Housing Number 1016,"A house. Here's a random fraction: 0,0965509711715948",165,14/08/25,4140000,916,5,580,0,True,True,90,east,True,sold
1017,Housing Number 1017,"A house. Here's a random fraction: 0,420779602442048",340,05/11/25,1590000,917,1,277,4,True,True,95,north,True,cancelled
1018,Housing Number 1018,"A house. Here's a random fraction: 0,818600248173784",340,09/09/25,2570000,918,1,427,5,True,True,115,north,True,sold
1019,Housing Number 1019,"A house. Here's a random fraction: 0,939108154405486",165,10/07/25,2040000,919,2,274,2,True,True,125,south,True,sold
1020,Housing Number 1020,"A house. Here's a random fraction: 0,209361040907004",480,22/09/25,1870000,920,2,307,5,True,True,90,south,True,sold
1021,Housing Number 1021,"A house. Here's a random fraction: 0,422858252901171",165,23/07/25,3580000,921,2,645,1,True,True,90,south,True,offer_received
1022,Housing Number 1022,"A house. Here's a random fraction: 0,00372609166682027",340,22/08/25,2400000,922,2,302,4,True,True,15,east,True,offer_received
1023,Housing Number 1023,"A house. Here's a random fraction: 0,222196492959264",250,15/11/25,2100000,923,1,214,2,True,True,120,north,True,offer_received
1024,Housing Number 1024,"A house. Here's a random fraction: 0,0621994179459144",480,01/07/25,2170000,924,1,226,4,True,True,125,north,True,offer_received
1025,Housing Number 1025,"A house. Here's a random fraction: 0,282627437500754",480,20/07/25,1870000,925,2,346,3,True,True,70,west,True,offer_received
1026,Housing Number 1026,"A house. Here's a random fraction: 0,305988216580238",250,31/07/25,360000,926,1,51,0,True,True,55,north,True,sold
1027,Housing Number 1027,"A house. Here's a random fraction: 0,811678588120602",165,16/10/25,2170000,927,1,255,5,True,True,25,south,True,cancelled
1028,Housing Number 1028,"A house. Here's a random fraction: 0,915426409358648",480,05/07/25,3420000,928,3,654,0,True,True,80,west,True,cancelled
1029,Housing Number 1029,"A house. Here's a random fraction: 0,997977599813133",340,08/09/25,1890000,929,1,190,0,True,True,45,north,True,new
1030,Housing Number 1030,"A house. Here's a random fraction: 0,519355716312881",250,07/06/25,3490000,930,1,524,0,True,True,105,south,True,offer_received
1031,Housing Number 1031,"A house. Here's a random fraction: 0,548979866721455",480,13/06/25,870000,931,1,106,4,True,True,110,south,True,offer_received
1032,Housing Number 1032,"A house. Here's a random fraction: 0,813564158604624",165,04/08/25,4940000,932,2,622,3,True,True,75,east,True,offer_accepted
1033,Housing Number 1033,"A house. Here's a random fraction: 0,793604470126748",165,26/09/25,650000,933,1,72,3,True,True,5,north,True,sold
1034,Housing Number 1034,"A house. Here's a random fraction: 0,369071274623438",340,08/09/25,2600000,934,1,391,0,True,True,120,west,True,cancelled
1035,Housing Number 1035,"A house. Here's a random fraction: 0,740938597092456",250,28/07/25,2950000,935,3,304,5,True,True,105,east,True,offer_received
1036,Housing Number 1036,"A house. Here's a random fraction: 0,583417545754288",250,15/10/25,2170000,936,1,278,3,True,True,20,north,True,sold
1037,Housing Number 1037,"A house. Here's a random fraction: 0,583411751752785",340,22/07/25,4900000,937,3,539,3,True,True,105,north,True,sold
1038,Housing Number 1038,"A house. Here's a random fraction: 0,737989794076944",250,10/09/25,4790000,938,4,756,0,True,True,80,south,True,cancelled
1039,Housing Number 1039,"A house. Here's a random fraction: 0,0615095245136679",480,27/05/25,220000,939,1,38,2,True,True,55,north,True,sold
1040,Housing Number 1040,"A house. Here's a random fraction: 0,961010617780202",250,25/08/25,3680000,940,3,658,0,True,True,70,west,True,sold
1041,Housing Number 1041,"A house. Here's a random fraction: 0,856819615646554",480,18/06/25,2280000,941,1,328,2,True,True,5,west,True,cancelled
1042,Housing Number 1042,"A house. Here's a random fraction: 0,0127200103385339",340,02/07/25,940000,942,1,131,5,True,True,15,east,True,sold
1043,Housing Number 1043,"A house. Here's a random fraction: 0,19187731842836",480,19/11/25,3330000,943,4,587,2,True,True,115,south,True,new
1044,Housing Number 1044,"A house. Here's a random fraction: 0,77346493384379",250,30/08/25,1560000,944,1,179,0,True,True,80,west,True,sold
1045,Housing Number 1045,"A house. Here's a random fraction: 0,92630271983109",165,22/08/25,1930000,945,2,357,2,True,True,95,south,True,sold
1046,Housing Number 1046,"A house. Here's a random fraction: 0,0332239105740312",250,27/07/25,1220000,946,2,205,5,True,True,115,north,True,offer_received
1047,Housing Number 1047,"A house. Here's a random fraction: 0,045095543469013",165,31/10/25,4480000,947,5,471,0,True,True,115,west,True,sold
1048,Housing Number 1048,"A house. Here's a random fraction: 0,930991028464622",480,09/09/25,4810000,948,2,913,1,True,True,120,south,True,offer_accepted
1049,Housing Number 1049,"A house. Here's a random fraction: 0,85730309796424",480,13/06/25,660000,949,1,95,1,True,True,70,south,True,new
1050,Housing Number 1050,"A house. Here's a random fraction: 0,168871956665506",250,10/07/25,4610000,950,3,536,2,True,True,110,south,True,cancelled
1051,Housing Number 1051,"A house. Here's a random fraction: 0,86037459760753",480,15/06/25,1960000,951,2,381,0,True,True,125,west,True,cancelled
1052,Housing Number 1052,"A house. Here's a random fraction: 0,653340349327686",250,08/10/25,3940000,952,4,507,3,True,True,25,east,True,sold
1053,Housing Number 1053,"A house. Here's a random fraction: 0,0734393774852978",165,20/10/25,1480000,953,1,256,4,True,True,115,west,True,sold
1054,Housing Number 1054,"A house. Here's a random fraction: 0,989824452918122",250,21/09/25,1820000,954,1,341,4,True,True,55,north,True,sold
1055,Housing Number 1055,"A house. Here's a random fraction: 0,284185624080742",340,17/11/25,1290000,955,1,191,3,True,True,120,north,True,sold
1056,Housing Number 1056,"A house. Here's a random fraction: 0,242628220208644",480,27/08/25,810000,956,1,150,4,True,True,110,south,True,offer_received
1057,Housing Number 1057,"A house. Here's a random fraction: 0,280955013420553",250,17/06/25,980000,957,1,143,4,True,True,40,north,True,offer_received
1058,Housing Number 1058,"A house. Here's a random fraction: 0,0426240153059206",250,21/11/25,2640000,958,1,394,2,True,True,80,south,True,cancelled
1059,Housing Number 1059,"A house. Here's a random fraction: 0,818627258472327",165,04/07/25,2000000,959,1,281,3,True,True,105,south,True,cancelled
1060,Housing Number 1060,"A house. Here's a random fraction: 0,995612058411384",340,15/09/25,960000,960,1,180,2,True,True,35,east,True,cancelled
1061,Housing Number 1061,"A house. Here's a random fraction: 0,0235231109936932",165,06/11/25,2590000,961,1,348,1,True,True,35,west,True,cancelled
1062,Housing Number 1062,"A house. Here's a random fraction: 0,818672134452523",340,15/11/25,1260000,962,1,220,3,True,True,25,west,True,sold
1063,Housing Number 1063,"A house. Here's a random fraction: 0,0504923762066833",165,04/11/25,4240000,963,5,693,2,True,True,25,north,True,cancelled
1064,Housing Number 1064,"A house. Here's a random fraction: 0,884037327212715",340,13/06/25,960000,964,1,97,5,True,True,20,east,True,new
1065,Housing Number 1065,"A house. Here's a random fraction: 0,107138099962885",480,11/09/25,1590000,965,2,197,0,True,True,60,west,True,offer_received
1066,Housing Number 1066,"A house. Here's a random fraction: 0,761570829376428",340,12/10/25,2060000,966,1,264,4,True,True,120,west,True,cancelled
1067,Housing Number 1067,"A house. Here's a random fraction: 0,0519077317880145",165,27/07/25,1520000,967,1,154,0,True,True,25,east,True,cancelled
1068,Housing Number 1068,"A house. Here's a random fraction: 0,0930270993674643",340,16/10/25,3910000,968,2,483,2,True,True,85,north,True,cancelled
1069,Housing Number 1069,"A house. Here's a random fraction: 0,733664993914489",250,25/07/25,3260000,969,3,622,3,True,True,110,west,True,new
1070,Housing Number 1070,"A house. Here's a random fraction: 0,0626595771379588",165,20/11/25,2570000,970,2,457,3,True,True,25,south,True,new
1071,Housing Number 1071,"A house. Here's a random fraction: 0,322756813517332",165,05/07/25,1780000,971,1,192,5,True,True,35,east,True,offer_accepted
1072,Housing Number 1072,"A house. Here's a random fraction: 0,424872393333665",250,29/07/25,840000,972,1,101,5,True,True,85,west,True,cancelled
1073,Housing Number 1073,"A house. Here's a random fraction: 0,799071398578427",165,02/07/25,3890000,973,2,552,4,True,True,70,east,True,offer_received
1074,Housing Number 1074,"A house. Here's a random fraction: 0,0535241325739381",165,29/10/25,800000,974,1,156,3,True,True,5,north,True,offer_received
1075,Housing Number 1075,"A house. Here's a random fraction: 0,248600893496535",480,17/08/25,4130000,975,2,484,3,True,True,60,north,True,cancelled
1076,Housing Number 1076,"A house. Here's a random fraction: 0,813276835353988",340,24/07/25,3350000,976,2,464,2,True,True,75,west,True,sold
1077,Housing Number 1077,"A house. Here's a random fraction: 0,216998777279401",480,21/11/25,4480000,977,2,707,3,True,True,125,north,True,offer_received
1078,Housing Number 1078,"A house. Here's a random fraction: 0,513059995514774",165,01/10/25,860000,978,1,124,1,True,True,50,west,True,sold
1079,Housing Number 1079,"A house. Here's a random fraction: 0,742759178511084",340,23/08/25,4370000,979,2,519,5,True,True,70,north,True,sold
1080,Housing Number 1080,"A house. Here's a random fraction: 0,30518860078626",250,14/06/25,910000,980,1,99,3,True,True,90,south,True,sold
1081,Housing Number 1081,"A house. Here's a random fraction: 0,994648965310048",165,09/06/25,980000,981,1,115,0,True,True,85,south,True,cancelled
1082,Housing Number 1082,"A house. Here's a random fraction: 0,840031936105442",250,07/10/25,2650000,982,2,297,5,True,True,90,east,True,offer_received
1083,Housing Number 1083,"A house. Here's a random fraction: 0,783605779705198",165,10/09/25,2800000,983,1,414,1,True,True,10,west,True,cancelled
1084,Housing Number 1084,"A house. Here's a random fraction: 0,525139418049113",480,27/06/25,4890000,984,2,566,3,True,True,25,north,True,offer_received
1085,Housing Number 1085,"A house. Here's a random fraction: 0,553466073057644",340,09/06/25,2150000,985,2,368,4,True,True,90,north,True,offer_accepted
1086,Housing Number 1086,"A house. Here's a random fraction: 0,0398880990179406",480,28/06/25,1690000,986,1,261,0,True,True,15,east,True,sold
1087,Housing Number 1087,"A house. Here's a random fraction: 0,0284557719487798",340,23/08/25,4280000,987,2,641,4,True,True,35,west,True,sold
1088,Housing Number 1088,"A house. Here's a random fraction: 0,600277106903839",165,12/07/25,2360000,988,2,261,0,True,True,5,south,True,sold
1089,Housing Number 1089,"A house. Here's a random fraction: 0,250264214086345",250,20/08/25,600000,989,1,92,1,True,True,35,east,True,cancelled
1090,Housing Number 1090,"A house. Here's a random fraction: 0,863202444319031",250,26/06/25,1390000,990,1,242,5,True,True,120,west,True,cancelled
1091,Housing Number 1091,"A house. Here's a random fraction: 0,653723723713004",165,23/09/25,770000,991,1,137,2,True,True,45,south,True,sold
1092,Housing Number 1092,"A house. Here's a random fraction: 0,518635478222212",480,07/10/25,4290000,992,4,597,2,True,True,50,south,True,cancelled
1093,Housing Number 1093,"A house. Here's a random fraction: 0,699143157001404",340,19/09/25,2110000,993,1,243,5,True,True,5,east,True,sold
1094,Housing Number 1094,"A house. Here's a random fraction: 0,597813651448681",480,23/10/25,3350000,994,2,373,4,True,True,95,north,True,sold
1095,Housing Number 1095,"A house. Here's a random fraction: 0,30751890049298",480,30/09/25,2100000,995,1,262,1,True,True,70,south,True,cancelled
1096,Housing Number 1096,"A house. Here's a random fraction: 0,905350028634274",165,10/08/25,3630000,996,1,719,0,True,True,105,south,True,offer_received
1097,Housing Number 1097,"A house. Here's a random fraction: 0,256854520504658",340,18/08/25,4230000,997,4,676,1,True,True,70,south,True,offer_received
1098,Housing Number 1098,"A house. Here's a random fraction: 0,871970477217078",165,01/11/25,2830000,998,1,396,4,True,True,120,east,True,cancelled
1099,Housing Number 1099,"A house. Here's a random fraction: 0,928486706635864",165,08/11/25,490000,999,1,54,3,True,True,40,west,True,cancelled
1100,Housing Number 1100,"A house. Here's a random fraction: 0,532207715109303",165,17/08/25,740000,1000,1,126,2,True,True,20,west,True,offer_received
1101,Housing Number 1101,"A house. Here's a random fraction: 0,0888692372763711",250,07/08/25,1850000,1001,2,308,5,True,True,35,east,True,cancelled
1102,Housing Number 1102,"A house. Here's a random fraction: 0,168137878981321",250,08/07/25,4550000,1002,4,640,4,True,True,20,east,True,offer_received
1103,Housing Number 1103,"A house. Here's a random fraction: 0,969254532510739",250,10/10/25,1660000,1003,1,257,4,True,True,60,north,True,sold
1104,Housing Number 1104,"A house. Here's a random fraction: 0,159946447795785",165,06/10/25,1280000,1004,1,145,5,True,True,25,west,True,cancelled
1105,Housing Number 1105,"A house. Here's a random fraction: 0,474122725593299",165,12/11/25,4070000,1005,2,647,3,True,True,105,east,True,cancelled
1106,Housing Number 1106,"A house. Here's a random fraction: 0,552426595610328",165,21/08/25,3090000,1006,1,524,5,True,True,55,west,True,sold
1107,Housing Number 1107,"A house. Here's a random fraction: 0,0581781610578595",480,13/11/25,1430000,1007,1,231,5,True,True,25,south,True,offer_accepted
1108,Housing Number 1108,"A house. Here's a random fraction: 0,595324408880658",480,19/09/25,1440000,1008,1,217,0,True,True,80,north,True,cancelled
1109,Housing Number 1109,"A house. Here's a random fraction: 0,649426683891428",480,06/06/25,4240000,1009,2,697,2,True,True,10,east,True,cancelled
1110,Housing Number 1110,"A house. Here's a random fraction: 0,373891419522687",165,21/10/25,2850000,1010,2,498,5,True,True,75,south,True,cancelled
1111,Housing Number 1111,"A house. Here's a random fraction: 0,0426051968442966",480,16/09/25,4080000,1011,2,509,3,True,True,80,west,True,sold
1112,Housing Number 1112,"A house. Here's a random fraction: 0,799755926522094",165,05/10/25,2390000,1012,1,396,1,True,True,125,west,True,sold
1113,Housing Number 1113,"A house. Here's a random fraction: 0,0104265370798204",165,03/11/25,2870000,1013,3,381,3,True,True,15,east,True,offer_received
1114,Housing Number 1114,"A house. Here's a random fraction: 0,407811571687636",250,16/06/25,4940000,1014,3,621,1,True,True,100,west,True,sold
1115,Housing Number 1115,"A house. Here's a random fraction: 0,294532654620954",340,22/09/25,4370000,1015,2,470,0,True,True,55,east,True,sold
1116,Housing Number 1116,"A house. Here's a random fraction: 0,155104218070547",340,18/10/25,1240000,1016,1,218,2,True,True,30,east,True,new
1117,Housing Number 1117,"A house. Here's a random fraction: 0,879627980996514",480,13/07/25,2370000,1017,2,322,5,True,True,65,east,True,sold
1118,Housing Number 1118,"A house. Here's a random fraction: 0,462348529791869",480,09/11/25,3720000,1018,4,742,5,True,True,95,south,True,offer_accepted
1119,Housing Number 1119,"A house. Here's a random fraction: 0,544652701958206",340,06/06/25,730000,1019,1,100,2,True,True,105,north,True,offer_received
1120,Housing Number 1120,"A house. Here's a random fraction: 0,486546707642746",480,05/09/25,4650000,1020,2,506,2,True,True,15,west,True,cancelled
1121,Housing Number 1121,"A house. Here's a random fraction: 0,561476762979046",250,03/06/25,2710000,1021,2,279,3,True,True,60,east,True,new
1122,Housing Number 1122,"A house. Here's a random fraction: 0,288181470276203",480,26/10/25,4110000,1022,2,502,1,True,True,105,west,True,cancelled
1123,Housing Number 1123,"A house. Here's a random fraction: 0,584848574895486",250,27/07/25,2140000,1023,3,359,3,True,True,95,west,True,new
1124,Housing Number 1124,"A house. Here's a random fraction: 0,298903941697557",480,29/10/25,1690000,1024,1,292,0,True,True,90,east,True,sold
1125,Housing Number 1125,"A house. Here's a random fraction: 0,714506985927953",340,02/08/25,2270000,1025,1,336,0,True,True,10,north,True,sold
1126,Housing Number 1126,"A house. Here's a random fraction: 0,745519580764998",480,30/06/25,1370000,1026,2,178,1,True,True,90,north,True,sold
1127,Housing Number 1127,"A house. Here's a random fraction: 0,531904893776931",340,29/08/25,240000,1027,1,47,2,True,True,25,south,True,cancelled
1128,Housing Number 1128,"A house. Here's a random fraction: 0,00459605869122915",165,17/10/25,1230000,1028,1,154,5,True,True,75,south,True,sold
1129,Housing Number 1129,"A house. Here's a random fraction: 0,114518537704281",250,16/07/25,2570000,1029,1,288,3,True,True,20,east,True,offer_received
1130,Housing Number 1130,"A house. Here's a random fraction: 0,442595140717407",340,10/11/25,3780000,1030,2,660,5,True,True,95,south,True,offer_received
1131,Housing Number 1131,"A house. Here's a random fraction: 0,546384842850795",340,09/06/25,370000,1031,1,49,0,True,True,40,south,True,sold
1132,Housing Number 1132,"A house. Here's a random fraction: 0,643017392186275",250,08/08/25,4170000,1032,2,441,1,True,True,90,north,True,sold
1133,Housing Number 1133,"A house. Here's a random fraction: 0,80659314939785",480,09/11/25,4000000,1033,4,402,4,True,True,65,west,True,sold
1134,Housing Number 1134,"A house. Here's a random fraction: 0,630549088066702",165,21/08/25,4080000,1034,2,797,3,True,True,105,west,True,offer_received
1135,Housing Number 1135,"A house. Here's a random fraction: 0,281308997454223",250,15/10/25,2620000,1035,1,469,2,True,True,120,east,True,offer_accepted
1136,Housing Number 1136,"A house. Here's a random fraction: 0,954826950940035",165,29/08/25,3300000,1036,1,574,4,True,True,50,west,True,offer_received
1137,Housing Number 1137,"A house. Here's a random fraction: 0,379504931378024",340,31/07/25,3790000,1037,2,511,4,True,True,50,south,True,cancelled
1138,Housing Number 1138,"A house. Here's a random fraction: 0,660559774477069",250,20/06/25,1280000,1038,1,220,5,True,True,75,west,True,cancelled
1139,Housing Number 1139,"A house. Here's a random fraction: 0,187272285107355",165,15/11/25,360000,1039,1,45,4,True,True,80,north,True,cancelled
1140,Housing Number 1140,"A house. Here's a random fraction: 0,376594347665469",480,18/07/25,1530000,1040,1,158,5,True,True,110,west,True,offer_accepted
